id;regiao_id;razao_social;nome_fantasia;nome_curto;cnpj;empresa_erp;inscricao_estadual;email;telefone;cidade;estado;categoria;ativo;created_at;updated_at
420;5;ITW PPF BRASIL ADESIVOS LTDA.;GYNCOL BRASIL;;5,85878E+12;420;;;;VALINHOS;SP;QUIMICAS;1;29/08/2003;
422;5;DRUCK CHEMIE BRASIL LTDA;;;2,31048E+12;422;;;;VALINHOS;SP;QUIMICAS;1;29/12/1997;
423;5;PETRUS INDUSTRIA E COMERCIO LTDA;PETRUS;;6,56852E+13;423;;;;VALINHOS;SP;QUIMICAS;1;01/04/1991;
424;0;NEW LIFE INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA;;;4,31499E+12;424;;;;VALINHOS;SP;QUIMICAS;0;02/03/2001;
438;5;DIAS PLAST INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA;;;4,94892E+12;438;;;;VALINHOS;SP;QUIMICAS;1;04/03/2002;
441;5;EUROPACK IND E COM DE PROD TERMOP LTDA;;;5,94898E+12;441;;;;VALINHOS;SP;QUIMICAS;0;23/10/2003;
450;5;MOMPLASERV SERVICOS EM PLASTICOS REFORCADOS LTDA;;;6,15777E+12;450;;;;VALINHOS;SP;QUIMICAS;1;16/03/2004;
455;0;EMBALAGENS MARIANOS LTDA;;;7,26744E+13;455;;;;VALINHOS;SP;QUIMICAS;0;08/10/1993;
464;0;VIVARAL INDUSTRIA E COMERCIO DE PLASTICOS LTDA.;VIVARAL;;6,14334E+12;464;;;;VALINHOS;SP;QUIMICAS;0;05/02/2004;
475;0;M P LOPES;ESPACO SAUDE CENTRO DE AP;;6,33202E+12;475;;;;VALINHOS;SP;QUIMICAS;0;18/06/2004;
498;0;RVD MATERIAIS DIELETRICOS LTDA;RVD;;6,90331E+13;498;;;;VALINHOS;SP;QUIMICAS;0;07/10/2003;
508;5;ABRASIVOS REDESCOR DO BRASIL LTDA;;;5,86661E+12;508;;;;VALINHOS;SP;QUIMICAS;1;09/09/2003;
510;0;SANOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;;4,63584E+12;510;;;;VALINHOS;SP;QUIMICAS;1;27/08/2001;
519;0;SELLIUM MOLDES E PLASTICOS LTDA;;;7,33377E+12;519;;;;VALINHOS;SP;QUIMICAS;0;07/04/2005;
529;0;COND PLAST COMERCIO DE PLASTICOS LTDA;;;5,79469E+12;529;;;;VALINHOS;SP;QUIMICAS;0;26/06/2003;
533;5;ASTERI INDUSTRIA DE MEDICAMENTOS VETERINARIOS LTDA;ASTERI;;6,92383E+12;533;;;;VALINHOS;SP;QUIMICAS;0;06/08/2004;
534;0;BIO SPRINGER DO BRASIL INDUSTRIA DE ALIMENTOS S/A;PRODESA;;4,68452E+13;534;;;;VALINHOS;SP;QUIMICAS;0;31/08/1981;
540;5;AGENFLEX INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;;;7,3486E+12;540;;;;VALINHOS;SP;QUIMICAS;1;14/04/2005;
541;5;FAB - INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;;;7,49246E+12;541;;;;VALINHOS;SP;QUIMICAS;1;15/06/2005;
544;0;SAMKWANG DO BRASIL ESCRITORIO ADMINISTRATIVO LTDA;;;7,31788E+12;544;;;;VALINHOS;SP;QUIMICAS;0;11/04/2005;
546;0;METHODO INDUSTRIA E COMERCIO DE PECAS DE POLIURETANO LTDA;;;7,20506E+12;546;;;;VALINHOS;SP;QUIMICAS;0;26/01/2005;
554;5;UNIPLAST INDUSTRIALIZACAO DE ELEMENTOS PLASTICOS LTDA;UNIPLAST;;6,88564E+12;554;;;;VALINHOS;SP;QUIMICAS;0;15/07/2004;
555;5;CVL INDUSTRIA E COMERCIO DE PECAS PLASTICAS LTDA;CVL PECAS PLASTICAS;;3,92422E+12;555;;;;VALINHOS;SP;QUIMICAS;1;07/10/2000;
562;0;VALINJET - INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;;7,77813E+12;562;;;;VALINHOS;SP;QUIMICAS;0;07/10/2005;
572;0;ORBIS ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA;;;7,49088E+12;572;;;;VALINHOS;SP;QUIMICAS;0;04/07/2005;
574;0;PLASAGRO IMPLEMENTOS AGRICOLAS LTDA;;;7,29195E+12;574;;;;VALINHOS;SP;QUIMICAS;0;16/03/2005;
575;5;DIXIE TOGA PL?STICOS R?GIDOS LTDA;;;1,05944E+13;575;;;;VALINHOS;SP;QUIMICAS;1;16/01/2009;
600;5;LETA SERVICOS ADMINISTRATIVOS LTDA;SPI INDUSTRIA E COMERCIO;;6,99933E+12;600;;;;VALINHOS;SP;QUIMICAS;0;09/08/2004;
608;5;PRO COR INDUSTRIALIZACAO DE PIGMENTOS LTDA;PRO COR;;5,88306E+13;608;;;;VALINHOS;SP;QUIMICAS;1;05/05/1988;
610;5;ALB LUZ-EPP;BIOBOAVISTA;;23851000150;610;;;;VALINHOS;SP;QUIMICAS;1;30/06/1994;
615;5;MAXIPLAST INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;;;2,23605E+12;615;;;;VALINHOS;SP;QUIMICAS;0;30/01/2007;
633;5;PERSOAP INDUSTRIA E COMERCIO DE COSMETICOS LTDA;PERSOAP INDUSTRIA E COMER;;5,34332E+13;633;;;;VALINHOS;SP;QUIMICAS;1;23/04/1984;
636;0;FOAMTECH INDUSTRIA E COMERCIO LTDA;;;4,45041E+12;636;;;;VALINHOS;SP;QUIMICAS;0;08/05/2001;
643;5;PRIVATE COSMETICOS, INDUSTRIA E COMERCIO LTDA;SEGN COM PROD DE HIG PESS;;6,2211E+12;643;;;;VALINHOS;SP;QUIMICAS;1;26/03/2004;
652;5;STALLEN DO BRASIL LTDA;STALLEN BRASIL;;1,49746E+12;652;;;;VALINHOS;SP;QUIMICAS;0;03/09/1996;
656;5;PLASTIPRENE PLASTICOS E ELASTOMEROS INDUSTRIAIS LTDA;;;6,07013E+13;656;;;;VALINHOS;SP;QUIMICAS;1;27/07/2007;
659;5;HECATE IND COM IMP EXP PROD PLAST LTDA;;;3,96562E+12;659;;;;VALINHOS;SP;QUIMICAS;0;26/07/2000;
677;5;BICAPLAST - INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA;;;8,85414E+12;677;;;;VALINHOS;SP;QUIMICAS;0;28/05/2007;
683;5;CIWAMA PARTICIPACOES LTDA;CIWAMA;;9,221E+12;683;;;;VALINHOS;SP;QUIMICAS;0;19/09/2007;
691;5;PENNE SERVICOS E COMERCIO DE EQUIPAMENTOS LTDA;PENNE-PLAST;;2,03982E+12;691;;;;VALINHOS;SP;QUIMICAS;0;08/01/1997;
692;5;MARCOS ANTONIO ROMUALDO;;;4,42798E+12;692;;;;VALINHOS;SP;QUIMICAS;0;17/04/2001;
700;5;MERCURY INDUSTRIA E COMERCIO LTDA;;;7,17171E+13;700;;;;VALINHOS;SP;QUIMICAS;1;19/07/2007;
702;5;PLASTICOS POTIGUAR INDUSTRIA E COMERCIO LTDA;;;4,94856E+12;702;;;;VALINHOS;SP;QUIMICAS;0;05/03/2002;
758;5;SOPROVAL EMBALAGENS PLASTICAS LTDA TES;SOPROVAL;;708;758;;;;VALINHOS;SP;QUIMICAS;0;01/01/1996;
765;5;HUHTAMAKI PLASTICOS RIGIDOS BRASIL LTDA;;;715;765;;;;VALINHOS;SP;QUIMICAS;1;07/05/2006;
830;5;EUROPACK IND E COM DE PROD. TERMOP. LTDA;EUROPACK TESOURARIA;;720;830;;;;VALINHOS;SP;QUIMICAS;0;20/01/2004;
833;5;PLASCOM COMERCIAL E SERVICOS DE ELEMENTOS PLASTICOS;PLASCOM VALINHOS;;7,70392E+12;833;;;;VALINHOS;SP;QUIMICAS;0;16/11/2005;
835;5;INDUSTRIA E COMERCIO DE PLASTICOS IRMAOS FAER LTDA;MINAS PLASTICOS;;8,9853E+12;835;;;;VALINHOS;SP;QUIMICAS;1;20/06/2007;
837;5;FLOMUS INDUSTRIA E COMERCIO DE COMPONENTES PLASTICOS LTDA;FLOMUS;;1,10216E+13;837;;;;VALINHOS;SP;QUIMICAS;0;13/05/2009;
839;5;POLY DEFENSOR INDUSTRIA QUIMICA LTDA;POLY DEFENSOR;;1,1006E+13;839;;;;VALINHOS;SP;QUIMICAS;1;15/04/2009;
845;5;F2 TECH INDUSTRIA E COMERCIO DE PLASTICOS LTDA;F2 TECH;;1,03106E+13;845;;;;VALINHOS;SP;QUIMICAS;1;17/06/2008;
846;5;ZAY SERVICOS DE ANALISES QUIMICAS LTDA [846];;;9,24199E+12;846;;;;VALINHOS;SP;QUIMICAS;1;05/09/2007;
847;5;RC GRAVACOES SERIGRAFICAS LTDA;;;1,14301E+13;847;;;;VALINHOS;SP;QUIMICAS;0;17/12/2009;
860;5;SELLIUM MOLDES E PLASTICOS LTDA-EPP - TE;;;748;860;;;;VALINHOS;SP;QUIMICAS;0;04/07/2005;
882;1;POLITEK CAMPINAS LTDA;J CLEOVAN;;1,1437E+13;882;;;;VALINHOS;SP;QUIMICAS;1;16/12/2009;
883;5;SISMACK EMBALAGENS PLASTICAS LTDA;;;6,06884E+13;883;;;;VALINHOS;SP;QUIMICAS;1;13/06/1989;
884;5;MODERNA DESIGNERS EM PLASTICOS LTDA;MODERNA DESIGNERS EM PLAS;;1,0954E+13;884;;;;VALINHOS;SP;QUIMICAS;0;01/07/2009;
891;5;TRITON CHEMICALS - IND DE PROD E SIST QU;;;1,14916E+13;891;;;;VALINHOS;SP;QUIMICAS;1;20/01/2010;
897;5;AMCOR FLEXIBLES DO BRASIL IND E COMERCIO DE EMBALAGENS LTDA.;BEMIS DO BRASIL;;6,03947E+13;897;;;;VALINHOS;SP;QUIMICAS;0;30/12/2009;
906;5;TES - INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;;1,33703E+13;906;;;;VALINHOS;SP;QUIMICAS;0;19/01/2011;
913;5;AIRELA INDUSTRIA FARMACEUTICA LTDA;;;1,85897E+12;913;;;;VALINHOS;SP;QUIMICAS;0;14/01/2011;
917;5;ALVEOTECH INDUSTRIA E COMERCIO DE EMBALAGENS RETORN LTDA;ALVEOTECH;;6,88792E+12;917;;;;VALINHOS;SP;QUIMICAS;1;28/07/2004;
920;5;FIRSTPACK EMBALAGENS LTDA;;;9,75543E+13;920;;;;VALINHOS;SP;QUIMICAS;1;05/01/2011;
932;5;MOTECH INDUSTRIA E COMERCIO DE ACESSORIOS PARA MOTOS LTDA;VIPOL;;7,45349E+12;932;;;;VALINHOS;SP;QUIMICAS;1;13/05/2005;
933;5;LUZ BRASIL - TECIDOS E FILMES REFLETIVOS LTDA;;;6,1201E+12;933;;;;VALINHOS;SP;QUIMICAS;1;18/09/2003;
940;5;MEIRA LOCACAO DE VEICULOS LTDA;VILLAGE RENT A CAR;;1,52945E+12;940;;;;VALINHOS;SP;QUIMICAS;0;08/11/1996;
941;5;EXPRESSO LINE LOCACAO DE AUTOMOVEIS VALINHOS LTDA;EXPRESSO LINE;;2,02675E+12;941;;;;VALINHOS;SP;QUIMICAS;0;11/08/1997;
943;5;FLORA BIOTEC INDUSTRIAL LTDA;FLORA BIOTEC INDUSTRIAL L;;3,70718E+12;943;;;;VALINHOS;SP;QUIMICAS;1;28/02/2000;
944;5;PACKDUQUE INDUSTRIA DE PLASTICOS LTDA;PACKDUQUE IND DE PLASTICO;;4,21465E+12;944;;;;VALINHOS;SP;QUIMICAS;1;03/04/2008;
961;5;PROPLAST INDUSTRIA DE EMBALAGENS LTDA;PROPLAST INDUSTRIA DE EMB;;1,18738E+13;961;;;;VALINHOS;SP;QUIMICAS;1;06/04/2010;
963;5;STYROTECH INDUSTRIA E COMERCIO DE EPS LTDA;;;1,32965E+13;963;;;;VALINHOS;SP;QUIMICAS;1;30/11/2012;
965;5;TRATCH FABRIC E COM PROD QUIM R S T  AGUA E LIMP IND LTDA;TRATCH FABRICACAO;;1,38468E+13;965;;;;VALINHOS;SP;QUIMICAS;0;10/06/2011;
966;5;IRMAOS BONELLI INJECAO PLASTICA LTDA;TATOS PLAST;;1,41209E+13;966;;;;VALINHOS;SP;QUIMICAS;1;30/05/2011;
968;5;VFILM INDUSTRIA E COMERCIO LTDA;LIFE MASTER FILM;;1,55474E+13;968;;;;VALINHOS;SP;QUIMICAS;1;08/02/2012;
973;5;AQUECEDORES SOLAR SILVA LTDA;JOAO ROBERTO DA SILVA VAL;;4,88488E+13;973;;;;VALINHOS;SP;QUIMICAS;0;02/06/1977;
979;5;HUHTAMAKI DO BRASIL LTDA;HUHTAMAKI DO BRASIL LTDA;;8,26185E+13;979;;;;VALINHOS;SP;QUIMICAS;0;12/06/2003;
984;5;PLASTICOS JUNDIAI LTDA;PLASTICOS JUNDIAI LTDA;;4,41289E+13;984;;;;VALINHOS;SP;QUIMICAS;0;07/10/1974;
989;1;LABMASS LABORATORY LAB DE ANALISE QUIM CONSULT E TREINA LTDA;LABMASS LABORATORY;;1,6384E+13;989;;;;VALINHOS;SP;QUIMICAS;1;19/06/2012;
991;5;ECCOL TECNOLOGIA AMBIENTAL LTDA;ECCOL TECNOLOGIA AMBIENTA;;1,0735E+13;991;;;;VALINHOS;SP;QUIMICAS;0;23/03/2009;
1003;5;ANTONIO GOUVEA FILHO;AMANDA ACESSORIOS;;1,75474E+12;1003;;;;VALINHOS;SP;QUIMICAS;1;06/03/1997;
1010;5;AGILISE COSMETICOS INDUSTRIA E COMERCIO LTDA;AGILISE COSMETICOS;;2,90175E+12;1010;;;;VALINHOS;SP;QUIMICAS;1;07/12/1998;
1019;5;PLASTFORTEVALINHOS IND E COM DE ARTEFATOS PLASTICOS LTDA;PLASTIFORTVALINHOS;;1,71715E+13;1019;;;;VALINHOS;SP;QUIMICAS;0;08/11/2012;
1024;5;SILGAN DISPENSING SYSTEMS BRAZIL IND DE EMBALAGENS LTDA.;MWV;;1,796E+12;1024;;;;VALINHOS;SP;QUIMICAS;1;16/04/2013;
1028;5;2M PLASTIC INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA;2M PLASTIC;;1,71761E+13;1028;;;;VALINHOS;SP;QUIMICAS;0;19/10/2012;
1038;5;J GALVAO IND E COM DE GRANULADOS E SACOS PLASTICOS LTDA;PLASSTIK;;1,64167E+13;1038;;;;VALINHOS;SP;QUIMICAS;0;10/05/2012;
1047;5;SANTOS & OLIVEIRA - INDUSTRIA E COMERCIO LTDA;ISOEP;;1,94254E+13;1047;;;;VALINHOS;SP;QUIMICAS;1;18/12/2013;
1049;5;P.T.I. CONEXOES LTDA;P T I CONEXOES LTDA EPP;;1,24914E+13;1049;;;;VALINHOS;SP;QUIMICAS;1;31/08/2010;
1057;5;MERCOTRADE IMPORTACAO E EXPORTACAO LTDA;MERCOTRADE IMPORTA??O E E;;9,45838E+13;1057;;;;VALINHOS;SP;QUIMICAS;0;25/06/2013;
1063;5;KLARION INDUSTRIA E COMERCIO DE MOTO PECAS LTDA;KLARION INDUSTRIA E COMER;;1,32367E+13;1063;;;;VALINHOS;SP;QUIMICAS;1;25/01/2011;
1066;5;LIEGE FONSECA DA SILVA MASCOLO;LIEGE FONSECA DA SILVA MA;;2,13106E+13;1066;;;;VALINHOS;SP;QUIMICAS;0;29/10/2014;
1068;5;ARESE PHARMA LTDA.;ARESE PHARMA;;7,67011E+12;1068;;;;VALINHOS;SP;FARMACEUTICAS;1;24/10/2005;
1075;5;VEX SERVICOS ADMINISTRATIVOS LTDA;VEX PRODUTOS PARA VEDA??O;;2,04253E+13;1075;;;;VALINHOS;SP;QUIMICAS;0;10/06/2014;
1076;5;SUN CAR AUTOMOTIVE LTDA.;SUN CAR;;7,40088E+12;1076;;;;VALINHOS;SP;QUIMICAS;1;25/11/2004;
1078;5;BIOGROW BRASIL LTDA;BIOGROW BRASIL;;8,61758E+12;1078;;;;VALINHOS;SP;QUIMICAS;1;26/01/2007;
1084;5;INJETWA IND COM DIST E PREST SERV LTDA;INJETWA IND COM DIST E PR;;6,56703E+13;1084;;;;VALINHOS;SP;QUIMICAS;0;27/03/1991;
1092;5;PARAFIX INDUSTRIA E COMERCIO DE FITAS ADESIVAS LTDA [1092];FILIAL - PARAFIX;;3,19224E+12;1092;;;;VALINHOS;SP;QUIMICAS;0;07/07/2015;
1095;5;SURTEC DO BRASIL LTDA;;;3,1179E+12;1095;;;;VALINHOS;SP;QUIMICAS;1;03/05/2005;
1100;5;TEN FOUR INDUSTRIA E SERVI?OS LTDA;TEN FOUR;;4,77802E+12;1100;;;;VALINHOS;SP;QUIMICAS;0;21/11/2001;
1104;5;PLASTICOS POLYVIG SERVICOS LTDA;POLYVIG;;6,55489E+13;1104;;;;VALINHOS;SP;QUIMICAS;0;19/02/1991;
1106;5;INNOVA FLEX EMBALAGENS LTDA;INNOVA FLEX;;2,36681E+13;1106;;;;VALINHOS;SP;QUIMICAS;1;16/11/2015;
1107;5;CENTRO DE FORMACAO E LAZER;CEFOL;;1,27784E+13;1107;;;;VALINHOS;SP;QUIMICAS;1;22/10/2010;
1114;1;IQX - INOVE QUALYX TECNOLOGIAS SUST DE APOIO A EMPRESAS LTDA;IQX-INOVE QUALYX;;1,3537E+13;1114;;;;VALINHOS;SP;QUIMICAS;1;05/04/2011;
1116;1;RENATA ROSPENDOWSKI;H. BRASIL PLASTICOS;;2,44001E+13;1116;;;;VALINHOS;SP;QUIMICAS;1;16/03/2016;
1127;5;ALLAN FAGAN BARBIERI;ALLAN FAGAN BARBIERI;;2,38386E+13;1127;;;;VALINHOS;SP;QUIMICAS;1;14/12/2015;
1130;5;MYRALIS INDUSTRIA FARMACEUTICA LTDA;MYRALIS FILIAL;;1,74403E+13;1130;;;;VALINHOS;SP;FARMACEUTICAS;1;14/06/2016;
1133;5;BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMAC;;;1,23201E+13;1133;;;;VALINHOS;SP;FARMACEUTICAS;1;15/07/2010;
1134;5;M5 PLASTIC INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA;M5 PLASTIC INDUSTRIA E CO;;1,92474E+13;1134;;;;VALINHOS;SP;QUIMICAS;1;13/11/2013;
1139;5;SINDICATO DOS TRAB MUNICIPAIS E AUTARQUIAS DE VALINHOS;SINDICATO SERVIDORES DE V;;4,17875E+11;1139;;;;VALINHOS;SP;QUIMICAS;1;06/02/1995;
1162;4;CAMPAV PAVIMENTOS ESPECIAIS LTDA.;CAMPAV PAVIMENTOS ESPECIA;;3,58873E+12;1162;;;;VALINHOS;SP;;0;29/12/1999;
1165;5;ZAY SERVICOS DE ANALISES QUIMICAS LTDA [1165];ZAY;;9,24199E+12;1165;;;;VALINHOS;SP;QUIMICAS;1;14/02/2018;
1170;5;CHEMCARE INDUSTRIA E COMERCIO LTDA;;;5,68919E+12;1170;;;;VALINHOS;SP;;1;27/05/2003;
1179;5;MIXRECORTE EPS LTDA;;;3,6663E+13;1179;;;;VALINHOS;SP;QUIMICAS;1;12/03/2020;
1180;4;ASAHI CHEMICALS DO BRASIL INDUSTRIA DE PECAS LTDA;;;3,32067E+13;1180;;;;VALINHOS;SP;;1;01/04/2019;
1185;5;SOUZA VIVEIROS COMERCIO DE EMBALAGENS LTDA.;;;5,10202E+12;1185;;;;VALINHOS;SP;QUIMICAS;1;05/06/2018;
1187;5;KEMIN DO BRASIL LTDA;;;3,4846E+12;1187;;;;VALINHOS;SP;QUIMICAS;1;15/03/2019;
1190;5;DVK INJECAO DE PLASTICOS LTDA;DVK;;4,14978E+13;1190;;;;VALINHOS;SP;QUIMICAS;1;08/04/2021;
1196;5;EMPLAS INDUSTRIA DE EMBALAGENS PLASTICAS LTDA;;;7,29332E+13;1196;;;;VALINHOS;SP;QUIMICAS;1;24/03/2021;
1198;5;ECOBOXES EMBALAGENS PLASTICAS LTDA;;;1,97497E+13;1198;;;;VALINHOS;SP;QUIMICAS;0;01/07/2021;
1200;4;SHP TINTAS ESPECIAIS LTDA;;;2,92867E+13;1200;;;;VALINHOS;SP;;1;18/12/2017;
1210;5;SELOTOP EMBALAGENS LTDA;SELOTOP;;2,88958E+13;1210;;;;VALINHOS;SP;QUIMICAS;1;19/10/2017;
1211;5;PLASTICOMP INDUSTRIA &COMERCIO PLASTICOS LTDA;;;4,22652E+12;1211;;;;VALINHOS;SP;QUIMICAS;1;12/01/2023;
1214;5;CONCEPTA INGREDIENTES;;;5,89915E+13;1214;;;;VALINHOS;SP;QUIMICAS;1;03/02/2023;
1217;5;FLUIDRA BRASIL INDUSTRIA E COMERCIO LTDA;;;9,3643E+12;1217;;;;VALINHOS;SP;QUIMICAS;1;14/08/2013;
1222;5;ALFAPEN INDUSTRIA E COMERCIO LTDA;;;3,62425E+13;1222;;;;VALINHOS;SP;QUIMICAS;1;;
1226;5;POLYVIG TECNOSELO LTDA;POLYVIG LACRES;;6,23149E+13;1226;;;;VALINHOS;SP;QUIMICAS;1;26/01/1990;
1236;5;MEPATECH INDUSTRIA E COMERCIO DE EMBALAGEM;;;3,98418E+13;1236;;;;VALINHOS;SP;QUIMICAS;1;;
1237;5;DJUH INDUSTRIA E COMERCIO DE COSMETICOS LTDA;;;1,462E+13;1237;;;;VALINHOS;SP;QUIMICAS;1;;
1240;5;MONTA TIRE COMERCIAL LTDA;;;2,25692E+13;1240;;;;VALINHOS;SP;QUIMICAS;1;;
1241;5;TAPI INDUSTRIA E COMERCIO LTDA;;;5,02361E+13;1241;;;;VALINHOS;SP;QUIMICAS;1;26/09/2024;
1242;4;GUANAPACK -INDUSTROIIA DE EMBALAGENS PLASTICOS LTDA;;;1,17909E+13;1242;;;;VALINHOS;SP;QUIMICAS;1;;
1254;5;LUKA INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;;1,32368E+13;1254;;;;VALINHOS;SP;QUIMICAS;1;;
1262;5;PLASNAN INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS;;;3,35471E+13;1262;;;;VALINHOS;SP;QUIMICAS;1;;
1263;5;INJECAD INDUSTRIA E COMERCIO E ARTEFATOS PLASTICOS LTDS;;;3,16242E+13;1263;;;;VALINHOS;SP;QUIMICAS;1;;
1264;5;PRIMEFLEX INDUSTRIA E COMERCIO DE MATERIAS PARA VEDACOES LTD;;;6,11192E+13;1264;;;;VALINHOS;SP;QUIMICAS;1;;
1265;5;BE-E FRAGRANCIA BRASIL LTDA;;;6,38646E+13;1265;;;;VALINHOS;SP;QUIMICAS;1;;
1266;5;EURO COMERCIO EXTERIOR LTDA;;;3,60133E+12;1266;;;;VALINHOS;SP;QUIMICAS;1;;
20;5;VECTORCONTROL IND COM PRODS AGRO LTDA-ME;;;7,16915E+13;20;;;;VINHEDO;SP;QUIMICAS;0;15/06/1993;
331;5;PARAFIX INDUSTRIA E COMERCIO DE FITAS ADESIVAS LTDA [331];PARAFIX;;3,19224E+12;331;;;;VINHEDO;SP;QUIMICAS;0;02/06/1999;
351;5;LUANDY AMERICA LATINA INDUSTRIA E COMERCIO LTDA;LUANDY DO BRASIL;;4,3729E+12;351;;;;VINHEDO;SP;QUIMICAS;0;27/03/2001;
621;5;DUCHE CHEMIE PROD IND PLAST BORRACHA LTD;;;2,47304E+12;621;;;;VINHEDO;SP;QUIMICAS;0;03/04/1998;
905;5;GUATI INDUSTRIA DE COSMETICOS LTDA;GUATI;;1,30847E+13;905;;;;VINHEDO;SP;QUIMICAS;0;05/11/2010;
908;5;INNEXT - FABRICACAO E COMERCIALIZACAO DE PRODUTOS PARA BORRA;;;1,35768E+13;908;;;;VINHEDO;SP;QUIMICAS;1;07/04/2011;
999;5;CIEP BRASIL INDUSTRIALIZACAO DE ELEMENTOS PLASTICOS LTDA;;;1,74486E+13;999;;;;VINHEDO;SP;QUIMICAS;0;15/01/2013;
1004;0;SINDICATO TRAB NO SERVICO PUBLICO MUNICIPAL DE VINHEDO;SINDICATO DOS SERVIDORES;;6,80038E+13;1004;;;;VINHEDO;SP;CONVENIADAS;1;26/02/1993;
1074;5;ALUMIBASE INDUSTRIA E COMERCIO DE ESQUADRIAS LTDA;ALUMIBASE IND E COM DE ES;;1,82986E+13;1074;;;;VINHEDO;SP;QUIMICAS;0;13/06/2013;
159;0;INDUSPUMA S/A INDUSTRIA E COMERCIO;INDUSPUMA;;4,9596E+13;159;;;;PALMAS;TO;QUIMICAS;0;22/03/1978;
1014;2;NOVAMED FABRICACAO DE PRODUTOS FARMACEUTICOS LTDA.;NOVAMED GRUPO EMS;;1,2424E+13;1014;;;;;;FARMACEUTICAS;0;24/08/2010;
1061;1;BIO BONTE INDUSTRIA E COMERCIO DE COSMETICOS LTDA;BIO BONTE IND E COM DE CO;;4,83154E+12;1061;;;;;;QUIMICAS;0;21/12/2001;
